영화명,평점리뷰
아르고,"총 한번 안쏘고 긴장시키는 연출력의 승리유려한 카메라 앵글, 당시 상황 재현 등의 훌륭한 연출로 서스펜스와 스릴의 최고조를 맛보다.보면서 떨려 죽는줄...흥미진진하고 재밌다영화 자체도 나름 후반부에 긴장감있고 좋아서 8점주고싶은데 실화라는거에 1점 추가이게 왜 8.1밖에 안되지??밴 애플릭은 그냥 좋다. 눈빛.. 남잔데도 눈빛..실화를 바탕으로 당시 그 상황을 완벽 재연하듯이 연출해냈다. 진정한 스릴러는 이런 영화다.똑같은 사랑얘기 보지말고 이 영화보세요 제대로 입니다 탈출할때의 긴장감이란결과를 알면서도 모르고 본 것 같은 이 느낌괜찮았음....."
허비 - 첫 시동을 걸다,"린제이로한 다시 돌아가시오넘흐사랑스럽다유치할수 있는걸 재밌고 귀엽게 잘만든.. 린제이로한도 비틀도 넘 매력있게표현한..유치할줄알았는데무지 재밌네ㅋㅋ허비 귀여워.그리고로한과롱의조합Good!허비 평점 안줬었네, 다들 알겠지만 린제이나오는건 다재밌음ㅋㅋ생각보다 평점이 너무 낮은거같은데 이건 귀요미 허비에 대한 모욕이다! 최소 8점대 중후반은 되어야한다!!이런 장르는 디즈니를 따라올자가 없다.정~ 말 재밌어요!아 린제이로한도연기잘하고~허비도 재밌고ㅋ책도읽었었는데 짱이네염ㅋㅋㅋㅋㅋㅋ 진짜 너무 웃기고 재밌어 ㅋ 린제리 로한 껀 다 재밌네 ㅋㅋ허비가 잘된 리메이크여서 흥행했다기 보다는, 린제이 로한 리즈시절은 정말 인정안할수가없는거 같다.린제이 로한때문에 봤다"
허비 - 첫 시동을 걸다,"린제이로한 다시 돌아가시오넘흐사랑스럽다유치할수 있는걸 재밌고 귀엽게 잘만든.. 린제이로한도 비틀도 넘 매력있게표현한..유치할줄알았는데무지 재밌네ㅋㅋ허비 귀여워.그리고로한과롱의조합Good!허비 평점 안줬었네, 다들 알겠지만 린제이나오는건 다재밌음ㅋㅋ생각보다 평점이 너무 낮은거같은데 이건 귀요미 허비에 대한 모욕이다! 최소 8점대 중후반은 되어야한다!!이런 장르는 디즈니를 따라올자가 없다.정~ 말 재밌어요!아 린제이로한도연기잘하고~허비도 재밌고ㅋ책도읽었었는데 짱이네염ㅋㅋㅋㅋㅋㅋ 진짜 너무 웃기고 재밌어 ㅋ 린제리 로한 껀 다 재밌네 ㅋㅋ허비가 잘된 리메이크여서 흥행했다기 보다는, 린제이 로한 리즈시절은 정말 인정안할수가없는거 같다.린제이 로한때문에 봤다"
화벽,"사람이 꿈에서 깨면 그 꿈이 무엇이건 간에 무시하듯우리가 살고있는 이 세상도 꿈 일뿐영원히 살것처럼 열심히 살아가는... 자신에게 내일이란 시간이 당연히 올것처럼 늙음도 당연히 올것처럼 그전엔죽음이란게 나랑 상관 없...많은 생각을 하게되네요 나를 사랑하는 사람그리고 내가 사랑하는 사람구운몽같은 몽자류 소설을 읽은 느낌. 진부하지만 그 속에 담긴 사랑이 마음에 든다. 예나 지금이나 사랑은 언제나 우리 삶의 화두가 아닐까. 떠나보낸 사랑이 생각나는 영화.잼있네요 그냥 맘이 공허해서 액션영화볼려다 봣는데 잼있고 ㅠ.ㅠ 좀 슬프네요별 감흥이 없었다면, 더 나이먹고, 아파하고, 고민해보고, 더 사랑해보고나서, 그때 다시보고 별점달기 바란다. 같잖은 멜로, 로맨틱 영화보다 진정성있게 사랑에 대한 고뇌를 다룬 영화임에 틀림없다!내가본 화벽이 맞나 평점이 너무 낮네~뭔가 최고였다어떻게 받아드리느냐에 다른 이야기인듯 하네요. 유치하다고 재미없게 보신분들도 있지만, 저처럼 감명깊게 본사람들도 있을껍니다. 이 영화보면서 삶을 다시 생각하게 됬습니다. 사랑하는 사람을 잃고 그 때문에 죽고 싶다고 ...단순하고 유치하지만 그런게 사랑아니겠는가..재밌음. 여배우들 너무 이쁘고 cg 조금 허접하지만 볼만함"
베티블루 37.2,"슬픈여운을주지만 이런사랑을 해본 사람은 행운아라고 해야 옳을것이다.세상엔 두 사람만 있다..관람객 사랑의 온도를 체험하지 못한 다수의 '36.5'도의 사람들에게행복해지기에는 너무 뜨거웠던 그녀.의미는 각자 몫으로 돌리고 일단 재밌는 부분이 많아서 좋습니다. 그렇게 지루하진 않게 봄. 너절하게 ""사랑은 이게 맞아, 저게 맞아"" 고상한 대사만 주구장창 읊조리는 영화보다 나음.정말 대단한 영화다.. 정말이지.. 대단하다....원제 37. 2는 아이를 낳기(가지기) 가장 좋은 (자궁의) 온도라는 의미를 가지고 있다.매 순간 순수함과 열정이 느껴지는 영화..저렇게 헌신적인 남자의 사랑이 있을까?? 슬프지만 아름답고 따뜻한 사랑.사랑이라는 이름으로 위태한 남녀가 온갖 민폐,범죄 다저지름. 루프껴놓고 임신안됐다고 미쳐버리는 주인공 케릭터도 전혀 공감이 안됨."
클라우드 아틀라스,"왜 안떳는지 알수없다어려울 것이다 생각하고 보심 쉬운영화임. 전하는 메세지가 매우 훌륭함. 결국 우린 서로에 의해 존재한다는... 진실을 위해 죽기까지 싸우는 이유 또한... 인간을 유지시켜 준 것은 돈과 권력이 아닌 우리 서로 였다는...뜻이 있다면 자신을 버리지도 말고, 다른 유혹에도, 어떠한 시련에도 굴복하지 말아라. 자신이 태어난데에는 뜻이 있으니 자신의 가슴을 따르라.세상을향한감독들의맘속에사랑이흘러럼친다 너무나아름다웠던벤위쇼그의눈빛을평생잊을수없을것이다.그를아름답게담아준톰감독님께경배를! 직접만든음악도너무아름답다ㅠ매우 재밌었음전혀 관계없는 여섯개의 시간, 여섯개의 사건이 수백년의 시간을 넘어 하나의 이야기로 하나의 감상으로 완성된다. 감독은 천재다장면 바뀌는것에 연연하지말고, 풀이하려 하지 말고, 흐르는대로 보다보면 자연스럽게 이해되는그런영화.흥행에는 실패했지만 ㅜ 언젠가 재평가 받는 날이 오리라 믿습니다.. 개인적으론 너무 감동깊게 봤어요 .. 단순히 환생 혹은 윤회사상 정도로만 설명되기엔 너무 아까운 영화라고 생각합니다몇번을 다시 보게되는영화, 깨달음을 주는영화, .. 보면볼수록 이해가 되면서 깨달음을 얻습니다. 내가 저질른 업보나 내가 행한 선행, 희생들이 모두 다시 나에게 그리고 내 주변사람들에게 돌아간다는 것을 깨닫게 됩니다...영화두번 안보는데 다음날 바로 한번더 봄 살면서 영화 수백편 봣는데 다섯손가락 안에 들어갈듯 하네요"
비기너스,"뭔가 영화를 보는 내내 불안한 기운이 감돈다.. 첨본지 몇년 되었지만 지금까지도 가끔씩 본다. 멜라니로망이 매력적인. 파티장에서 시작되는 둘은 정말 설레고 사랑스럽다.넌 항상 사자를 기다렸지. 하지만 사자는 오지 않았어. 대신 기린이 왔지.그건 너의 선택에 달렸어. 혼자 지낼지 기린과 지낼지는....하지만 난 사자를 기다릴래요. 인생의 주인공이 되고 싶다면 자신을 먼저 알아야 ...굉장히 재밌다 작품표현 방식이 되게 매력적임내 인생의 영화를 발견했다. 사랑, 부성애, 모성애, 종교, 국적, 성별 그리고 시대적 배경까지 뭐 하나 빠짐없이 위로 받을 수 있었다... 더군다나 늘 아서(반려견)의 연기는 일품이다.평균평점이 너무 낮다. 지루하다고 하기엔 로랑과 맥그리거가 너무 매력적함께하고 싶지만 혼자인게 편할때, 시작하고 싶지만 두려울 때. Beginners ... Try it..난이렇게 매력있는영화가좋트라^^영화가 끝나고도 한참을 헤어나오지 못했다언제까지나 기억될 스물다섯 내 인생 최고의 영화.멜라니 로랑이 굉장히 매력적이다"
파더 앤 도터,"아만다의 연기도 좋았지만 러셀 크로우의 혼신의 연기가 이 영화를 제대로 살린 것 같다. OST를 적절히 넣어 감동을 더욱 극대화 해주는 영화... 많이 먹먹해진다. 그러나 25분 자른게 좀 아쉽다..가슴이 먹먹해지는 감성을 자극하기에 충분했다 ""나만의 포테이토칩...""음악이 너무 이쁘고 연기도 대단해서 충분히 재밌었지만 짤렸던 30분이 너무 아쉽다 예고편을 보니 사고나는장면이나 책 판매 사인하는장면 등등 짤리지 않았다면 더 극적인요소가 부각되고 설정도 제대로 잡혔을것 같기도..이 영화 원래 1시간 46분인데 국내에서 15분 잘랐습니다. 만행에 가까운 짓거리를 했네요.내용이 급전개였지만 아만다 사이프리드가 정말 예뻤다.ost도 너무 좋고 오랜만의 감성영화 조으다사랑에 버림받는게 무서웠던 케이티.... 지금의 내모습은 아닌지... 감정이입하면서 봐서 그런지 너무 좋았슴.아만다 진짜 여신임! 연기도 좋고 전반적인 분위기가 너무 따뜻했음 !25분 분량이 편집되어 마무리가 매끄럽진 않지만 그걸 제외하고도 아버지와 부모님의 사랑을 새삼 깨닫게 해줬던 내용의 영화.서로에게 서로가 뗄수없는 존재라는것 소중하다는 것. 감사해요 부모님.아 역시 아만다 사이프리드는 진리"
컨저링 2,"평식이, 시답잖게 쎈척은 ...ㅉㅉ나 평식이 옆에 앉아서 영화봣는데 평식아 소리좀 그만질러라...남자색히가 ㅉㅉ평식이가누구에요...'시답잖게 겁주기는' 이런게 영호평론가의 멘트면 아무나 평론가 할 수 있는거 아님??평식이 오줌 찌린 게 여기까지 흘렀다....당장 보러간다!!!평식이 기대안하고 봤는데 무서워서 자존심에 스크래치 나서 별점 낮게준거 뻔히 보인다평식이 바지에 지렸는갑다 ㅋㅋㅋㅋ관람객 와우 수녀귀신 너무 무서윘어요관람객 수녀 그림 여자친구한테 카톡 보냈더니 답이 3시간째 없습니다.. 하관람객 정말 역대급 호러물. 컨저링1보다 훨씬더 무섭고 훨씬더 재미있었음. 두시간반이 순식간에 지나갔다"
포화 속으로,"에휴 기자랑평론가들 겉멋만들어서 ㅉㅉ나라를 지키다 돌아가신 모든 분들, 특히 학도병분들 정말 감사합니다..ㅠ 50년만 일찍 태어났다면 제 친구들, 오빠, 동생들 또한 전쟁터에서 죽었을 수도 있단걸 생각하면 가슴이 먹먹해지네요...차승원 연기 진짜.. 나올때마다 내가 오금저리고 막..ㄷㄷ 순수하고 어린 학생들이 전쟁이라는 참혹함에 희생되는 이야기를 다룬 영화라 그런지 더 마음이 아프고 와닿는게 많았던 영화. 현충일을 맞아 다시 한번 생각하게...오늘날의 애들은 넷상에서 지역드립이나 치고있고 나라꼴 참..4번째 보는 건데도 슬프다. 학교에서 극장에서 집에서 현충일날. ..보는 내내 울었다...정말 감동적이었다.탑은 연기자로 정말 손색없는 가수.. 차승원카리스마에도 끄덕없는 카리스마가잇음호국영령들이여 편히잠드소서평론가 평점은 좀 없애라 종북세력들 판치는 세상에 저런 영향력 있는 소수의 평론이 과연 제대로 된 평론일까 그냥 평론만 가지고 국민의 평가에만 맡겨도 좋은 듯 싶다.민족간 불화를 고조시키는 영화라고?? 빨갱이새끼들탑의 연기가 내 마음을 흔들었다... 스토리나 연기 모든게 완벽했다"
69 식스티 나인,"식스티 나인은 무라카미 류 원작 소설이 재밌음.. 예전에 군대 휴가 나와서 금쪽 같은 시간을 이 책 읽는데 투자함 ㅋ 혼자 웃으면서 읽었던 기억이...ㅋ아 속시원해. 뻥뚤린기분젊은 감성과 에너지가 느껴져서 좋았지만 딱 거기까지만 보여준 영화라고 생각된다. 지금 일본을 이끌고 있은 좋은배우들의 젊은시절 모습을 보는것 만으로도 흥미로운 영화아무 생각없이 멍하니 청춘을 보낸다면 먼 훗날 후회하게 될 것이다..가볍고, 트렌디한 전형적인 청춘물..,,..,,..,,무라카미 류의 원작과 이상일 감독의 연출과 츠마부키 사토시의 연기원작이 진지했던걸로 아는데원작이 가졌던 진지함이 아쉽다.젊은이들의 발산. 엉뚱함을 발산하고 합리화하고 시대상을 이야기하네. 그냥 상큼발랄하다고 해야하나 엉뚱하고 엽기적이라고 해야하나. 시대에 적당한 시기에 적절히 만들어져 나오는 영화."
여고괴담 두번째 이야기,공포영화가 아니다. 슬프고 아름다운 서정시다.교환일기장이 너무갖고싶어정말 좋은영화예요.. 여고괴담시리즈중에 가장 작품성이있다고생각합니다..오에스티도 너무좋고 다시봐도볼때마다 좋은영화 ㅠㅠ 굿굿!!보고나면 가슴 한켠에 효신과 시은이있고 아리다몇번이고 보게 만드는 매력적인 영화집단의 공포와 죄의식이 만든 괴담. 둘 만의 세상을 만들었던 어린시절.좋다. 공포만 있는 공포물이 아니어서 더 좋다.단순한 동성애 영화로 치부해선 안 될 영화박예진 연기가 참..좋다..여운이 남는 영화. 너무 슬프다이영화가 나오고 10년이 넘도록 항상 보고있다. 어린시절엔 몰랐지만 여고의 모습을 가장 사실적으로 표현했고 어쩌면 가장 민감한 부분에 관한 이야기를 너무나도 작품성 있게 드러냈다.!이영화는 장르는 공포지만 공포 말고 다른 매력적인 무언가가 있다. 영화를 보고 나면 여운이 남음
메소드,"평점테러 뭔짓이냐데이트폭력나오는 빻은 남녀로맨스같은거 보다 나은데동성애 혐오자들 여기 모여서 평점테러한 평점이란거 참고하세요.막판 긴장감 쩐다!! 박성웅, 오승훈의 혼신연기 그뤠잇~~!!!마지막 연극 상영 쯤 부터 긴장타게 재밌었습니다.관람객 오늘 개봉하자마자 조조로 봤는데 후반대 연기 진짜 후덜덜 해요 와...ㅠ 진짜 연극보는 것 같고 몰입감 장난아님! 승훈배우님 제가 사랑한다구요오승훈 너무 매혹적이고 이쁘게 생겼어요..저도 남자이지만 사랑합니다..품고싶습니다..평점 올리자 테러하지 맙시다BIFF때 봤고 한국영화에서 흔히 볼 수 없는 영화. 맨날 똑같은 범죄스릴러가 지겹다면 이 영화 추천 드림.관람객 초반은 좀 그랬지만 중후반부 좋네요~^^배우들 연기도 안정적이어서 좋았습니다.영화속 연극이 무척 궁금합니다. 진짜 무대에 올랐으면 좋겠어요 ㅎㅎ^^심심한 사람들 테러하러 오나봄 테러 하지 마세요"
